ID_reporte,fecha_reporte,ID_clima,id_producto,ID_finca,PH,Tipo_cafe,ubicacion,hectarias,Humedad,Temperatura,Fecha_clima
3927,5/31/2025,202,2,101,7,Excelsa,Nariño,16,64,18.9,5/31/2025
2122,5/3/2025,202,1,103,5.9,Arábica,Huila,14,66,20.2,5/3/2025
3911,5/31/2025,201,3,105,5.2,Liberica,Tolima,5,75,25.8,5/31/2025
9147,5/11/2025,203,1,103,5.4,Excelsa,Huila,16,60,29.2,5/11/2025
8384,5/10/2025,202,3,102,5.7,Liberica,Nariño,5,71,25.7,5/10/2025
4483,5/17/2025,202,1,104,5.7,Robusta,Nariño,15,74,23.9,5/17/2025
1796,5/3/2025,201,3,104,5.7,Arábica,Caldas,18,79,18.5,5/3/2025
2576,5/13/2025,204,3,105,5.4,Liberica,Nariño,18,94,27.5,5/13/2025
7267,5/8/2025,203,3,104,6.2,Arábica,Antioquia,10,64,21.2,5/8/2025
3459,5/20/2025,203,3,101,5.4,Liberica,Antioquia,9,87,21.7,5/20/2025
4313,5/12/2025,201,3,104,5.6,Arábica,Huila,10,73,28.3,5/12/2025
2254,5/3/2025,201,4,103,5.2,Liberica,Antioquia,14,88,21.3,5/3/2025
7835,5/29/2025,201,3,103,6.9,Desconocido,Nariño,6,93,29.4,5/29/2025
9795,5/17/2025,201,1,103,6.2,Arábica,Antioquia,17,94,18.5,5/17/2025
5399,5/13/2025,201,2,104,5.2,Excelsa,Nariño,12,78,23.6,5/13/2025
7622,5/12/2025,204,3,104,6.2,Robusta,Caldas,20,65,30,5/12/2025
9383,5/25/2025,202,3,102,6,Excelsa,Huila,16,74,29.9,5/25/2025
3125,5/4/2025,201,2,102,5.6,Liberica,Caldas,17,91,20.5,5/4/2025
4239,5/20/2025,203,2,103,5.1,Arábica,Antioquia,11,89,26.3,5/20/2025
6404,5/31/2025,202,2,104,5.2,Excelsa,Nariño,8,90,21.1,5/31/2025
6999,5/22/2025,202,2,101,5.1,Liberica,Caldas,14,67,19.4,5/22/2025
6939,5/1/2025,204,1,104,6.4,Robusta,Antioquia,5,85,18.7,5/1/2025
2579,5/8/2025,202,2,105,5.8,Excelsa,Tolima,5,85,20.2,5/8/2025
1015,5/17/2025,204,3,102,5.4,Liberica,Huila,17,61,26.7,5/17/2025
8017,5/26/2025,202,1,104,5.6,Excelsa,Antioquia,7,93,24,5/26/2025
9850,5/21/2025,201,1,101,6.8,Robusta,Antioquia,18,81,18.1,5/21/2025
5813,5/28/2025,203,1,101,5.8,Liberica,Tolima,13,95,21.8,5/28/2025
2085,5/23/2025,201,3,102,6.8,Arábica,Caldas,17,91,25.2,5/23/2025
5984,5/2/2025,202,4,105,5.8,Excelsa,Huila,19,72,24.8,5/2/2025
3885,5/4/2025,204,4,103,6.9,Arábica,Antioquia,14,80,23.2,5/4/2025
1334,5/12/2025,203,1,104,6.8,Excelsa,Nariño,17,85,19.5,5/12/2025
8205,5/27/2025,202,1,101,6.4,Arábica,Caldas,9,89,28.6,5/27/2025
5368,5/27/2025,201,1,105,5.9,Liberica,Huila,19,92,21,5/27/2025
4080,5/1/2025,204,4,102,5.9,Excelsa,Tolima,13,92,27,5/1/2025
10910,5/11/2025,203,4,101,5.3,Robusta,Caldas,7,94,22.8,5/11/2025
9865,5/29/2025,203,2,103,5.7,Excelsa,Huila,13,85,26.3,5/29/2025
5338,5/26/2025,203,2,103,5.2,Liberica,Huila,17,78,19.8,5/26/2025
9896,5/11/2025,204,2,102,6.2,Arábica,Tolima,7,77,21,5/11/2025
9448,5/29/2025,203,2,102,6.2,Arábica,Antioquia,6,63,27,5/29/2025
6904,5/19/2025,201,3,103,5.7,Excelsa,Antioquia,12,88,29,5/19/2025
2499,5/28/2025,201,1,104,5.8,Arábica,Huila,15,78,24.4,5/28/2025
5191,5/31/2025,202,1,103,6.2,Excelsa,Nariño,11,83,20.1,5/31/2025
8486,5/21/2025,201,3,102,5.8,Excelsa,Tolima,20,77,20.3,5/21/2025
10644,5/20/2025,202,3,104,5.1,Liberica,Antioquia,15,86,29.7,5/20/2025
9311,5/17/2025,202,1,103,5.9,Arábica,Caldas,13,91,22.8,5/17/2025
8591,5/27/2025,203,1,101,5.6,Arábica,Caldas,14,62,20.8,5/27/2025
1501,5/19/2025,201,1,103,6.6,Robusta,Huila,5,65,18.1,5/19/2025
10156,5/13/2025,203,4,105,5.7,Robusta,Nariño,12,67,21.1,5/13/2025
10415,5/6/2025,202,2,101,5.7,Arábica,Antioquia,7,94,19.2,5/6/2025
5632,5/17/2025,202,4,102,5.9,Arábica,Huila,6,75,28.4,5/17/2025
1368,5/18/2025,202,4,105,5.4,Robusta,Antioquia,17,60,19.5,5/18/2025
5059,5/24/2025,202,4,103,7,Excelsa,Caldas,20,81,26.5,5/24/2025
9175,5/11/2025,201,2,102,5,Robusta,Caldas,7,94,18.9,5/11/2025
5631,5/2/2025,201,2,102,5.3,Robusta,Antioquia,9,84,24.9,5/2/2025
7071,5/28/2025,201,4,104,5.1,Arábica,Tolima,15,80,28,5/28/2025
3665,5/4/2025,201,1,103,5.4,Excelsa,Huila,16,92,24,5/4/2025
2027,5/7/2025,203,1,104,6.5,Arábica,Caldas,19,64,27.8,5/7/2025
6051,5/9/2025,203,2,105,6.9,Arábica,Antioquia,18,64,18.5,5/9/2025
7329,5/6/2025,202,4,103,5.4,Desconocido,Nariño,7,90,26.5,5/6/2025
10734,5/2/2025,204,4,103,6.3,Arábica,Caldas,17,72,27.5,5/2/2025
2692,5/24/2025,203,4,102,5.1,Liberica,Huila,17,90,25,5/24/2025
1674,5/8/2025,201,2,104,5.1,Robusta,Nariño,20,75,26.3,5/8/2025
6573,5/25/2025,204,3,105,6.1,Excelsa,Antioquia,9,70,22.2,5/25/2025
6767,5/6/2025,201,3,105,6.2,Robusta,Antioquia,12,83,20.2,5/6/2025
6157,5/29/2025,204,3,103,5.7,Arábica,Antioquia,15,74,22.2,5/29/2025
1734,5/9/2025,202,4,101,6.6,Desconocido,Huila,13,67,21,5/9/2025
4527,5/19/2025,202,4,105,6.7,Robusta,Huila,6,95,-5,5/19/2025
1569,5/27/2025,204,4,104,5.1,Arábica,Antioquia,15,82,24.4,5/27/2025
10188,5/24/2025,204,3,102,5.6,Arábica,Huila,20,65,21.7,5/24/2025
3923,5/5/2025,204,2,103,5.5,Liberica,Tolima,18,62,20.5,5/5/2025
8912,5/30/2025,201,4,103,5.7,Robusta,Caldas,9,61,19.7,5/30/2025
2559,5/20/2025,201,1,104,5.3,Robusta,Tolima,8,67,24.4,5/20/2025
1102,5/23/2025,204,4,102,6.2,Excelsa,Huila,15,78,26.5,5/23/2025
4008,5/31/2025,203,4,104,6.3,Robusta,Nariño,10,74,29.3,5/31/2025
8202,5/31/2025,201,2,102,5,Excelsa,Huila,14,87,19.1,5/31/2025
1304,5/22/2025,201,4,103,5.8,Excelsa,Tolima,15,69,26.3,5/22/2025
1077,5/5/2025,204,2,102,5.2,Excelsa,Huila,16,71,25.1,5/5/2025
7755,5/24/2025,202,1,103,5.4,Excelsa,Huila,11,67,18.7,5/24/2025
9630,5/1/2025,202,3,105,5.6,Robusta,Nariño,9,82,28.7,5/1/2025
8743,5/11/2025,202,3,101,6,Liberica,Caldas,13,63,25,5/11/2025
9215,5/28/2025,204,3,102,5.8,Liberica,Huila,10,60,21,5/28/2025
9945,5/14/2025,201,4,105,5.3,Liberica,Nariño,11,78,28.2,5/14/2025
9414,5/19/2025,203,3,103,6.2,Robusta,Huila,15,65,19.9,5/19/2025
2776,5/5/2025,201,2,103,6,Robusta,Nariño,7,88,26.7,5/5/2025
4474,5/11/2025,201,4,103,99.9,Excelsa,Nariño,11,79,29.1,5/11/2025
3190,5/2/2025,201,2,101,6.5,Arábica,Antioquia,17,69,18.7,5/2/2025
1347,5/31/2025,201,4,102,6.4,Robusta,Tolima,8,73,28,5/31/2025
2473,5/8/2025,202,2,104,6.9,Robusta,Huila,14,73,26.8,5/8/2025
6101,5/19/2025,202,1,102,6.4,Liberica,Tolima,17,61,20.4,5/19/2025
7766,5/12/2025,203,4,103,5.2,Arábica,Nariño,19,60,24.4,5/12/2025
5930,5/31/2025,202,2,101,6.1,Robusta,Nariño,15,79,22.9,5/31/2025
7330,5/2/2025,202,1,102,6.1,Excelsa,Caldas,6,88,22.8,5/2/2025
3610,5/23/2025,204,4,102,6.1,Excelsa,Nariño,12,62,18.8,5/23/2025
1004,5/29/2025,201,4,101,5.6,Robusta,Nariño,8,79,20.5,5/29/2025
3214,5/18/2025,201,4,101,6,Robusta,Caldas,15,94,18.1,5/18/2025
7978,5/28/2025,202,2,102,5.8,Liberica,Huila,14,78,18.9,5/28/2025
6886,5/16/2025,201,4,104,6,Arábica,Antioquia,10,64,22.2,5/16/2025
1625,5/23/2025,204,2,101,6.6,Liberica,Huila,12,62,-5,5/23/2025
3019,5/11/2025,202,4,105,5.3,Arábica,Nariño,14,93,23.4,5/11/2025
1669,5/21/2025,202,2,101,5,Arábica,Antioquia,16,89,23.5,5/21/2025
9265,5/14/2025,203,1,103,5.5,Desconocido,Huila,19,62,26.4,5/14/2025
10697,5/14/2025,202,4,101,99.9,Robusta,Huila,14,67,25.5,5/14/2025
2632,5/23/2025,201,1,104,5.3,Robusta,Huila,13,61,28,5/23/2025
6171,5/6/2025,204,1,103,5.8,Liberica,Antioquia,18,87,24.4,5/6/2025
8206,5/6/2025,202,3,104,6.7,Liberica,Antioquia,9,80,26.4,5/6/2025
3523,5/17/2025,201,2,105,7,Arábica,Tolima,10,81,21,5/17/2025
7969,5/10/2025,201,3,101,6.1,Arábica,Antioquia,18,82,28.7,5/10/2025
7497,5/17/2025,203,2,101,5.9,Robusta,Tolima,14,61,26.9,5/17/2025
7214,5/20/2025,201,2,102,6.6,Robusta,Nariño,14,69,21.4,5/20/2025
8033,5/26/2025,201,1,103,6.4,Liberica,Huila,9,77,29.5,5/26/2025
8421,5/22/2025,201,3,101,7,Robusta,Caldas,7,92,28.6,5/22/2025
2108,5/25/2025,203,1,101,5.2,Robusta,Caldas,5,80,29.7,5/25/2025
1451,5/28/2025,202,3,101,6.3,Robusta,Tolima,8,73,22.1,5/28/2025
7290,5/16/2025,204,1,104,6.9,Liberica,Antioquia,19,75,19.7,5/16/2025
10967,5/16/2025,203,2,104,5.9,Arábica,Huila,8,72,22.3,5/16/2025
1136,5/19/2025,201,1,104,6.9,Arábica,Tolima,10,94,28,5/19/2025
2786,5/14/2025,201,4,104,6.6,Robusta,Caldas,16,60,28.3,5/14/2025
4405,5/9/2025,201,2,103,5.4,Robusta,Nariño,5,86,29.6,5/9/2025
3907,5/1/2025,201,2,102,5.1,Robusta,Caldas,14,83,18.3,5/1/2025
9305,5/3/2025,204,2,103,5.2,Excelsa,Antioquia,8,67,18.7,5/3/2025
7101,5/2/2025,202,4,101,6,Robusta,Tolima,6,71,25.1,5/2/2025
5505,5/30/2025,203,1,103,5.2,Arábica,Tolima,16,72,18,5/30/2025
6054,5/14/2025,203,1,105,6.7,Robusta,Antioquia,11,67,21.5,5/14/2025
6206,5/22/2025,203,3,104,5.5,Arábica,Antioquia,16,78,20.4,5/22/2025
5081,5/25/2025,202,1,103,5.3,Liberica,Tolima,16,80,18.6,5/25/2025
7919,5/6/2025,203,4,101,6.7,Robusta,Nariño,10,95,22.2,5/6/2025
6207,5/14/2025,203,4,104,6.2,Desconocido,Nariño,11,86,27.7,5/14/2025
1533,5/24/2025,202,1,101,5.3,Arábica,Nariño,15,84,21.9,5/24/2025
5831,5/19/2025,203,2,101,6.4,Excelsa,Antioquia,20,90,24.4,5/19/2025
5039,5/23/2025,203,3,102,6.3,Excelsa,Tolima,19,93,25.3,5/23/2025
5085,5/14/2025,201,2,102,5.6,Arábica,Nariño,9,80,23.1,5/14/2025
4205,5/27/2025,204,3,103,5.3,Arábica,Nariño,14,85,29.9,5/27/2025
8111,5/17/2025,201,1,103,6.1,Arábica,Tolima,20,90,24.9,5/17/2025
1331,5/10/2025,202,2,104,6.5,Liberica,Antioquia,7,80,24.3,5/10/2025
5958,5/23/2025,202,2,104,6.8,Robusta,Caldas,19,95,21.1,5/23/2025
2598,5/18/2025,203,4,101,6.1,Excelsa,Nariño,13,76,18,5/18/2025
10920,5/29/2025,203,1,103,6.7,Arábica,Antioquia,14,88,23,5/29/2025
4598,5/30/2025,202,1,105,5.9,Liberica,Antioquia,12,85,29.9,5/30/2025
9002,5/30/2025,203,1,101,5.4,Arábica,Tolima,9,93,25.3,5/30/2025
1591,5/10/2025,202,3,103,6.1,Excelsa,Huila,11,91,26.4,5/10/2025
10103,5/30/2025,204,1,101,5.3,Liberica,Caldas,5,64,24,5/30/2025
9016,5/29/2025,203,1,105,6.8,Arábica,Nariño,17,69,22.8,5/29/2025
4772,5/7/2025,204,1,105,5.5,Liberica,Antioquia,11,74,24.5,5/7/2025
10040,5/31/2025,202,1,105,6.9,Arábica,Tolima,12,74,23.8,5/31/2025
6083,5/27/2025,201,2,102,7,Arábica,Huila,19,77,23.9,5/27/2025
8883,5/10/2025,204,1,105,6.4,Arábica,Caldas,9,63,19.1,5/10/2025
10363,5/10/2025,201,1,104,6,Liberica,Antioquia,17,83,25.4,5/10/2025
5211,5/4/2025,203,3,104,7,Robusta,Antioquia,13,69,29.2,5/4/2025
9835,5/20/2025,203,3,103,5.3,Arábica,Caldas,20,68,26.7,5/20/2025
9700,5/24/2025,204,3,104,6.5,Liberica,Antioquia,5,87,19,5/24/2025
2796,5/21/2025,201,4,103,5.3,Robusta,Antioquia,11,66,18.7,5/21/2025
3317,5/20/2025,202,3,102,6.7,Desconocido,Caldas,9,60,28.5,5/20/2025
5186,5/11/2025,204,2,104,5,Robusta,Antioquia,8,94,18.8,5/11/2025
9828,5/15/2025,204,2,101,6,Liberica,Tolima,14,79,25,5/15/2025
8073,5/7/2025,204,4,101,6.2,Robusta,Caldas,9,86,29.5,5/7/2025
6235,5/27/2025,201,1,105,6.2,Liberica,Caldas,12,87,24.7,5/27/2025
9744,5/3/2025,202,1,104,5.5,Desconocido,Caldas,13,90,26.8,5/3/2025
5769,5/26/2025,201,4,104,6.9,Liberica,Huila,19,68,29.5,5/26/2025
10973,5/9/2025,204,2,103,5.3,Robusta,Antioquia,18,72,23.9,5/9/2025
8145,5/27/2025,204,1,105,5.6,Desconocido,Tolima,7,61,21.1,5/27/2025
3914,5/7/2025,204,2,101,6.3,Robusta,Caldas,11,72,26,5/7/2025
10872,5/24/2025,201,4,101,5,Arábica,Nariño,14,84,21.1,5/24/2025
3076,5/6/2025,203,2,101,5.1,Robusta,Nariño,15,79,25.5,5/6/2025
6823,5/8/2025,204,1,103,5.5,Arábica,Antioquia,20,80,21.1,5/8/2025
1145,5/10/2025,203,2,105,5.4,Liberica,Caldas,7,75,25.8,5/10/2025
5964,5/26/2025,202,4,104,5.9,Arábica,Huila,9,89,22.5,5/26/2025
9160,5/3/2025,201,4,105,5.4,Robusta,Antioquia,16,60,28.6,5/3/2025
10031,5/9/2025,201,1,104,6.9,Arábica,Tolima,10,79,22.7,5/9/2025
5776,5/12/2025,201,4,105,5.5,Liberica,Caldas,9,70,20.4,5/12/2025
9934,5/29/2025,203,1,105,6.6,Arábica,Caldas,6,70,27.9,5/29/2025
8750,5/8/2025,201,2,104,5.8,Robusta,Caldas,19,71,20,5/8/2025
10829,5/12/2025,203,4,103,5.9,Robusta,Tolima,18,91,26,5/12/2025
7061,5/8/2025,204,4,103,5.2,Arábica,Caldas,9,61,19.7,5/8/2025
7410,5/5/2025,202,3,101,5.8,Robusta,Huila,6,61,18.4,5/5/2025
4318,5/20/2025,201,1,101,5.8,Arábica,Huila,5,86,19.2,5/20/2025
4062,5/19/2025,204,2,105,5,Robusta,Caldas,19,91,18.4,5/19/2025
2356,5/6/2025,203,1,101,6.6,Arábica,Nariño,8,66,22.9,5/6/2025
5515,5/10/2025,201,4,101,6,Arábica,Huila,15,75,24.8,5/10/2025
6506,5/7/2025,204,1,101,6.3,Liberica,Huila,5,81,29.8,5/7/2025
6251,5/16/2025,201,4,105,6.1,Liberica,Tolima,11,91,20.7,5/16/2025
5512,5/27/2025,203,4,103,5.1,Liberica,Huila,20,95,24.8,5/27/2025
2731,5/12/2025,203,3,105,6,Liberica,Antioquia,5,91,29.8,5/12/2025
2759,5/30/2025,204,3,103,6.7,Excelsa,Nariño,11,69,21.7,5/30/2025
7647,5/10/2025,203,3,104,6.1,Liberica,Tolima,11,88,24,5/10/2025
10861,5/13/2025,203,2,105,6.5,Liberica,Nariño,7,95,18.3,5/13/2025
5140,5/3/2025,204,4,101,6.1,Liberica,Huila,17,84,18.5,5/3/2025
10394,5/23/2025,204,3,104,6.9,Excelsa,Caldas,5,91,20.7,5/23/2025
6124,5/2/2025,204,1,101,6,Arábica,Antioquia,14,75,23.5,5/2/2025
1001,5/7/2025,202,1,103,5.4,Arábica,Caldas,16,84,28.9,5/7/2025
2865,5/20/2025,204,3,105,6.2,Arábica,Tolima,15,61,-5,5/20/2025
1544,5/3/2025,203,3,101,6.3,Desconocido,Tolima,9,87,26.2,5/3/2025
1350,5/28/2025,204,2,101,6,Robusta,Huila,12,61,27.8,5/28/2025
7907,5/28/2025,202,3,103,5.1,Liberica,Nariño,17,93,23.6,5/28/2025
10766,5/26/2025,203,2,102,6.7,Arábica,Huila,5,71,20.7,5/26/2025
3524,5/27/2025,204,4,103,6.1,Arábica,Nariño,7,95,21.2,5/27/2025
4465,5/20/2025,201,1,103,6.5,Robusta,Nariño,13,69,28.9,5/20/2025
1458,5/12/2025,204,1,101,7,Excelsa,Nariño,6,91,18.9,5/12/2025
4024,5/12/2025,203,2,103,5.7,Arábica,Nariño,12,93,18.8,5/12/2025
8262,5/19/2025,202,3,101,5.7,Arábica,Nariño,6,80,18.9,5/19/2025
10516,5/2/2025,203,2,102,6.4,Robusta,Nariño,12,88,24.5,5/2/2025
8873,5/27/2025,204,1,105,5.8,Excelsa,Caldas,19,66,21.4,5/27/2025
7626,5/19/2025,201,3,105,5,Robusta,Caldas,16,69,26.7,5/19/2025
3535,5/12/2025,202,3,103,5.4,Robusta,Huila,16,65,28.8,5/12/2025
4705,5/24/2025,202,3,102,5.2,Excelsa,Caldas,15,72,23.8,5/24/2025
2373,5/16/2025,201,1,103,6.4,Liberica,Huila,9,68,28.6,5/16/2025
7201,5/28/2025,204,1,102,5.5,Robusta,Tolima,18,77,25.9,5/28/2025
5857,5/4/2025,204,1,105,5.9,Excelsa,Nariño,16,83,21.3,5/4/2025
5713,5/28/2025,202,2,101,5.3,Robusta,Caldas,6,75,26.9,5/28/2025
2414,5/10/2025,204,3,104,5.7,Arábica,Caldas,16,93,29.5,5/10/2025
5114,5/19/2025,201,2,105,5.2,Robusta,Huila,19,72,21.1,5/19/2025
1656,5/27/2025,204,2,103,5.7,Excelsa,Nariño,10,90,20.7,5/27/2025
9138,5/4/2025,204,3,103,5.8,Liberica,Tolima,15,83,24.3,5/4/2025
5099,5/22/2025,204,3,102,6.2,Liberica,Nariño,19,87,20.2,5/22/2025
1593,5/26/2025,204,4,104,6.4,Excelsa,Nariño,20,82,19.6,5/26/2025
9709,5/10/2025,201,2,105,5.3,Excelsa,Huila,9,76,21.3,5/10/2025
4124,5/4/2025,203,1,104,5.7,Robusta,Antioquia,10,80,27.3,5/4/2025
4048,5/18/2025,201,3,102,6.7,Excelsa,Huila,19,83,28.5,5/18/2025
4888,5/20/2025,202,2,104,5.5,Robusta,Huila,15,95,25.5,5/20/2025
6736,5/3/2025,204,2,104,6.8,Liberica,Nariño,17,86,20.8,5/3/2025
3185,5/24/2025,204,4,103,6.3,Excelsa,Nariño,12,91,28.1,5/24/2025
3146,5/22/2025,204,3,101,6.8,Arábica,Huila,18,88,25.7,5/22/2025
8048,5/23/2025,201,1,104,99.9,Excelsa,Nariño,13,75,23.2,5/23/2025
4106,5/22/2025,203,1,104,5.7,Excelsa,Antioquia,16,74,18.9,5/22/2025
10097,5/30/2025,203,3,105,5.5,Liberica,Tolima,6,64,18.7,5/30/2025
3770,5/7/2025,203,3,104,6.3,Arábica,Antioquia,9,64,24.7,5/7/2025
6834,5/23/2025,204,1,105,5.3,Liberica,Nariño,13,84,20.8,5/23/2025
2733,5/4/2025,203,1,105,6.1,Robusta,Caldas,18,87,25.1,5/4/2025
1266,5/14/2025,203,2,101,6.2,Excelsa,Tolima,8,88,18.3,5/14/2025
6145,5/9/2025,204,1,104,5.1,Robusta,Huila,17,89,29.2,5/9/2025
9268,5/31/2025,201,4,102,6.1,Robusta,Caldas,9,63,29,5/31/2025
4938,5/6/2025,201,3,104,6.4,Excelsa,Antioquia,5,69,19.9,5/6/2025
1762,5/6/2025,204,1,103,5.3,Arábica,Antioquia,9,63,20.4,5/6/2025
8221,5/6/2025,204,2,101,6.6,Robusta,Tolima,18,94,25.9,5/6/2025
9440,5/22/2025,202,3,101,5.9,Liberica,Tolima,20,64,29.5,5/22/2025
4258,5/15/2025,203,4,104,5.1,Excelsa,Caldas,9,95,21.1,5/15/2025
5339,5/7/2025,202,3,102,5.4,Excelsa,Antioquia,12,73,25.8,5/7/2025
5363,5/31/2025,202,4,104,5.2,Liberica,Nariño,20,77,19.2,5/31/2025
1317,5/28/2025,201,1,104,5.8,Arábica,Caldas,16,75,20,5/28/2025
9070,5/15/2025,201,4,101,5.8,Robusta,Nariño,9,88,18.9,5/15/2025
2852,5/19/2025,203,4,105,6.7,Robusta,Tolima,6,86,21.2,5/19/2025
3485,5/18/2025,204,2,102,6.6,Arábica,Huila,7,71,28.9,5/18/2025
10874,5/12/2025,203,4,105,6.9,Liberica,Caldas,10,68,20.2,5/12/2025
10575,5/20/2025,202,1,101,6.9,Robusta,Caldas,11,74,26.9,5/20/2025
2079,5/25/2025,203,4,104,6,Liberica,Tolima,19,75,21.6,5/25/2025
9359,5/30/2025,203,4,103,6.2,Excelsa,Tolima,10,84,28.7,5/30/2025
8334,5/24/2025,203,1,101,6.3,Arábica,Caldas,9,84,28.7,5/24/2025
2072,5/24/2025,202,3,102,6,Arábica,Antioquia,20,90,29.2,5/24/2025
1104,5/4/2025,204,4,103,5.3,Robusta,Antioquia,19,66,26.9,5/4/2025
6749,5/27/2025,203,1,103,6,Excelsa,Huila,13,79,28.5,5/27/2025
2419,5/6/2025,202,2,105,6.4,Robusta,Antioquia,20,81,29.3,5/6/2025
2659,5/15/2025,202,4,102,5.3,Robusta,Huila,12,78,21,5/15/2025
6285,5/5/2025,203,2,105,6.9,Robusta,Huila,10,76,23.1,5/5/2025
2150,5/6/2025,202,4,105,6.4,Arábica,Tolima,17,84,21.4,5/6/2025
8151,5/15/2025,204,3,102,7,Liberica,Antioquia,15,75,27.4,5/15/2025
2569,5/10/2025,204,2,102,6.5,Excelsa,Tolima,20,67,20.5,5/10/2025
2088,5/5/2025,201,1,104,6.8,Arábica,Huila,14,85,21,5/5/2025
7086,5/5/2025,202,2,105,5,Robusta,Antioquia,14,90,24.7,5/5/2025
8812,5/2/2025,202,2,104,6.1,Arábica,Huila,10,84,23.7,5/2/2025
7085,5/31/2025,203,4,105,6.6,Excelsa,Antioquia,8,91,19,5/31/2025
9774,5/17/2025,202,3,104,5.8,Excelsa,Huila,13,62,24.3,5/17/2025
9758,5/28/2025,202,4,105,5.3,Excelsa,Nariño,19,93,24.9,5/28/2025
2693,5/29/2025,201,3,103,6.3,Excelsa,Caldas,6,80,21.2,5/29/2025
5735,5/31/2025,204,3,105,5.1,Arábica,Antioquia,10,62,26.6,5/31/2025
4388,5/15/2025,203,2,102,5.6,Arábica,Caldas,12,94,23.5,5/15/2025
4647,5/1/2025,204,3,101,5.1,Arábica,Nariño,14,93,29,5/1/2025
7063,5/4/2025,203,3,102,5.2,Excelsa,Huila,12,71,23.1,5/4/2025
5124,5/18/2025,203,3,104,5.7,Excelsa,Caldas,16,87,26.2,5/18/2025
9730,5/26/2025,202,4,104,6.9,Liberica,Caldas,11,85,18.1,5/26/2025
7046,5/17/2025,203,2,101,5.4,Liberica,Antioquia,20,80,29.6,5/17/2025
2804,5/15/2025,201,4,101,5.6,Robusta,Nariño,14,88,24.2,5/15/2025
9502,5/12/2025,204,4,104,6.6,Arábica,Caldas,7,82,26.9,5/12/2025
5901,5/9/2025,203,2,102,5.7,Excelsa,Nariño,17,78,24,5/9/2025
2600,5/30/2025,204,3,104,6.7,Liberica,Huila,20,95,25.6,5/30/2025
8932,5/28/2025,201,3,103,5.2,Excelsa,Caldas,9,67,25.5,5/28/2025
10548,5/9/2025,203,4,101,5.6,Excelsa,Caldas,16,95,21.8,5/9/2025
3824,5/21/2025,203,1,103,5.3,Robusta,Antioquia,15,89,22.5,5/21/2025
6468,5/1/2025,204,1,105,6.4,Excelsa,Caldas,17,61,24.8,5/1/2025
4530,5/31/2025,202,4,104,5.9,Liberica,Antioquia,7,65,19.7,5/31/2025
9684,5/31/2025,204,2,101,6.8,Liberica,Antioquia,17,92,28.3,5/31/2025
7548,5/4/2025,202,3,103,6.1,Excelsa,Nariño,10,91,27,5/4/2025
8621,5/18/2025,201,1,103,6.4,Excelsa,Tolima,8,65,23.9,5/18/2025
9297,5/30/2025,201,2,104,6.5,Arábica,Antioquia,14,87,22.7,5/30/2025
5541,5/15/2025,201,3,102,5.6,Liberica,Tolima,18,78,23.1,5/15/2025
7483,5/13/2025,201,3,104,5.3,Robusta,Caldas,6,77,21.9,5/13/2025
6827,5/14/2025,204,4,102,5.6,Excelsa,Caldas,6,75,20.7,5/14/2025
2191,5/18/2025,203,1,104,5.9,Arábica,Huila,16,64,26.5,5/18/2025
8445,5/5/2025,203,1,103,5,Excelsa,Nariño,17,78,21.8,5/5/2025
9521,5/7/2025,201,2,103,6.5,Liberica,Nariño,9,80,19.2,5/7/2025
1961,5/15/2025,204,2,101,6.9,Liberica,Nariño,14,80,28.4,5/15/2025
8455,5/26/2025,203,1,104,5.8,Excelsa,Nariño,8,90,29.2,5/26/2025
8517,5/24/2025,204,3,103,6,Excelsa,Antioquia,15,86,29.3,5/24/2025
8745,5/23/2025,202,4,105,6.5,Excelsa,Caldas,5,93,25.3,5/23/2025
10588,5/31/2025,202,3,104,6.5,Arábica,Antioquia,11,94,24.2,5/31/2025
9120,5/13/2025,203,3,103,5.1,Arábica,Antioquia,18,84,29.7,5/13/2025
7968,5/14/2025,204,1,104,6.5,Robusta,Nariño,16,68,28.3,5/14/2025
6719,5/22/2025,202,2,103,5.1,Arábica,Nariño,12,68,23.7,5/22/2025
1578,5/31/2025,201,2,102,5.3,Robusta,Nariño,14,70,21.5,5/31/2025
5103,5/13/2025,204,4,105,6.2,Robusta,Antioquia,9,75,27.1,5/13/2025
8647,5/20/2025,201,1,105,5.3,Excelsa,Nariño,10,68,24.6,5/20/2025
5152,5/15/2025,202,4,101,5.4,Robusta,Caldas,12,71,27.1,5/15/2025
4131,5/24/2025,201,4,103,6.3,Robusta,Antioquia,18,66,29.8,5/24/2025
10976,5/18/2025,201,3,101,6.4,Liberica,Huila,13,65,21.3,5/18/2025
8472,5/4/2025,204,3,104,6.3,Robusta,Caldas,18,73,25.5,5/4/2025
2834,5/3/2025,201,3,105,6.2,Arábica,Nariño,12,69,-5,5/3/2025
10149,5/20/2025,201,2,102,6.3,Liberica,Nariño,11,86,29.3,5/20/2025
5892,5/14/2025,203,4,103,6.5,Arábica,Antioquia,15,74,23,5/14/2025
3288,5/31/2025,204,4,101,6.9,Excelsa,Antioquia,6,68,24.3,5/31/2025
2331,5/29/2025,203,4,103,5.1,Robusta,Huila,20,65,24.2,5/29/2025
3772,5/13/2025,202,2,104,5.5,Excelsa,Tolima,10,88,18.5,5/13/2025
9284,5/28/2025,204,2,101,5.8,Excelsa,Huila,16,75,21.5,5/28/2025
